Id,PostId,VoteTypeId,CreationDate,UserId,BountyAmount
572,54,2,2010-07-20,NULL,NULL
573,226,2,2010-07-20,NULL,NULL
574,200,2,2010-07-20,NULL,NULL
575,162,2,2010-07-20,NULL,NULL
576,5,2,2010-07-20,NULL,NULL
577,9,2,2010-07-20,NULL,NULL
578,22,2,2010-07-20,NULL,NULL
579,207,2,2010-07-20,NULL,NULL
580,3,5,2010-07-20,138,NULL
581,224,2,2010-07-20,NULL,NULL
582,137,2,2010-07-20,NULL,NULL
583,229,2,2010-07-20,NULL,NULL
584,118,5,2010-07-20,196,NULL
585,170,5,2010-07-20,206,NULL
586,22,5,2010-07-20,206,NULL
587,22,2,2010-07-20,NULL,NULL
588,240,2,2010-07-20,NULL,NULL
589,226,2,2010-07-20,NULL,NULL
591,196,5,2010-07-20,212,NULL
592,238,2,2010-07-20,NULL,NULL
593,232,2,2010-07-20,NULL,NULL
594,47,2,2010-07-20,NULL,NULL
595,47,5,2010-07-20,87,NULL
596,7,5,2010-07-20,212,NULL
597,170,5,2010-07-20,212,NULL
598,138,5,2010-07-20,212,NULL
599,202,2,2010-07-20,NULL,NULL
600,56,2,2010-07-20,NULL,NULL
601,22,2,2010-07-20,NULL,NULL
602,22,5,2010-07-20,87,NULL
603,171,2,2010-07-20,NULL,NULL
604,161,2,2010-07-20,NULL,NULL
605,3,5,2010-07-20,87,NULL
607,243,2,2010-07-20,NULL,NULL
608,243,2,2010-07-20,NULL,NULL
610,138,2,2010-07-20,NULL,NULL
611,50,2,2010-07-20,NULL,NULL
612,226,2,2010-07-20,NULL,NULL
613,56,2,2010-07-20,NULL,NULL
614,242,2,2010-07-20,NULL,NULL
615,130,2,2010-07-20,NULL,NULL
616,130,5,2010-07-20,81,NULL
617,216,2,2010-07-20,NULL,NULL
618,73,2,2010-07-20,NULL,NULL
619,86,2,2010-07-20,NULL,NULL
621,165,2,2010-07-20,NULL,NULL
622,165,5,2010-07-20,57,NULL
623,81,2,2010-07-20,NULL,NULL
624,73,2,2010-07-20,NULL,NULL
625,139,2,2010-07-20,NULL,NULL
626,1,2,2010-07-20,NULL,NULL
627,91,2,2010-07-20,NULL,NULL
628,261,2,2010-07-20,NULL,NULL
629,257,2,2010-07-20,NULL,NULL
630,260,2,2010-07-20,NULL,NULL
631,176,2,2010-07-20,NULL,NULL
632,231,2,2010-07-20,NULL,NULL
633,130,2,2010-07-20,NULL,NULL
634,130,5,2010-07-20,187,NULL
635,263,2,2010-07-20,NULL,NULL
636,256,2,2010-07-20,NULL,NULL
637,264,2,2010-07-20,NULL,NULL
638,258,2,2010-07-20,NULL,NULL
639,261,2,2010-07-20,NULL,NULL
640,262,2,2010-07-20,NULL,NULL
641,262,2,2010-07-20,NULL,NULL
642,261,2,2010-07-20,NULL,NULL
643,262,2,2010-07-20,NULL,NULL
644,257,2,2010-07-20,NULL,NULL
645,197,2,2010-07-20,NULL,NULL
646,204,2,2010-07-20,NULL,NULL
647,248,2,2010-07-20,NULL,NULL
648,196,2,2010-07-20,NULL,NULL
649,207,2,2010-07-20,NULL,NULL
650,250,2,2010-07-20,NULL,NULL
652,47,2,2010-07-20,NULL,NULL
653,85,2,2010-07-20,NULL,NULL
654,271,2,2010-07-20,NULL,NULL
655,57,2,2010-07-20,NULL,NULL
656,254,2,2010-07-20,NULL,NULL
661,32,2,2010-07-20,NULL,NULL
662,274,2,2010-07-20,NULL,NULL
663,269,2,2010-07-20,NULL,NULL
664,43,2,2010-07-20,NULL,NULL
665,275,2,2010-07-20,NULL,NULL
666,274,2,2010-07-20,NULL,NULL
667,274,2,2010-07-20,NULL,NULL
668,179,2,2010-07-20,NULL,NULL
669,222,2,2010-07-20,NULL,NULL
670,176,2,2010-07-20,NULL,NULL
671,56,2,2010-07-20,NULL,NULL
672,22,2,2010-07-20,NULL,NULL
673,22,5,2010-07-20,90,NULL
674,276,2,2010-07-20,NULL,NULL
675,268,2,2010-07-20,NULL,NULL
676,279,2,2010-07-20,NULL,NULL
677,121,2,2010-07-20,NULL,NULL
678,270,2,2010-07-20,NULL,NULL
680,271,2,2010-07-20,NULL,NULL
681,190,2,2010-07-20,NULL,NULL
682,214,2,2010-07-20,NULL,NULL
683,288,2,2010-07-20,NULL,NULL
684,224,2,2010-07-20,NULL,NULL
685,224,5,2010-07-20,80,NULL
686,216,2,2010-07-20,NULL,NULL
687,216,5,2010-07-20,80,NULL
688,259,2,2010-07-20,NULL,NULL
689,263,2,2010-07-20,NULL,NULL
690,287,2,2010-07-20,NULL,NULL
691,244,2,2010-07-20,NULL,NULL
692,78,2,2010-07-20,NULL,NULL
693,7,2,2010-07-20,NULL,NULL
694,265,2,2010-07-20,NULL,NULL
695,18,2,2010-07-20,NULL,NULL
696,12,2,2010-07-20,NULL,NULL
697,70,2,2010-07-20,NULL,NULL
698,31,2,2010-07-20,NULL,NULL
699,252,2,2010-07-20,NULL,NULL
700,171,2,2010-07-20,NULL,NULL
701,28,2,2010-07-20,NULL,NULL
702,294,2,2010-07-20,NULL,NULL
704,290,2,2010-07-20,NULL,NULL
705,14,2,2010-07-20,NULL,NULL
706,16,2,2010-07-20,NULL,NULL
707,299,2,2010-07-20,NULL,NULL
708,237,2,2010-07-20,NULL,NULL
709,302,2,2010-07-20,NULL,NULL
710,301,2,2010-07-20,NULL,NULL
711,117,2,2010-07-20,NULL,NULL
712,242,2,2010-07-20,NULL,NULL
713,246,2,2010-07-20,NULL,NULL
714,271,1,2010-07-20,NULL,NULL
715,65,2,2010-07-20,NULL,NULL
716,22,2,2010-07-20,NULL,NULL
717,302,2,2010-07-20,NULL,NULL
718,19,2,2010-07-20,NULL,NULL
719,18,1,2010-07-20,NULL,NULL
720,42,2,2010-07-20,NULL,NULL
721,178,2,2010-07-20,NULL,NULL
722,175,5,2010-07-20,229,NULL
723,290,2,2010-07-20,NULL,NULL
724,35,5,2010-07-20,229,NULL
725,230,2,2010-07-20,NULL,NULL
726,151,3,2010-07-20,NULL,NULL
727,119,2,2010-07-20,NULL,NULL
728,283,2,2010-07-20,NULL,NULL
729,262,2,2010-07-20,NULL,NULL
730,57,2,2010-07-20,NULL,NULL
731,244,2,2010-07-20,NULL,NULL
732,196,2,2010-07-20,NULL,NULL
733,221,2,2010-07-20,NULL,NULL
734,163,2,2010-07-20,NULL,NULL
735,218,2,2010-07-20,NULL,NULL
736,76,2,2010-07-20,NULL,NULL
737,213,2,2010-07-20,NULL,NULL
738,213,5,2010-07-20,22,NULL
739,232,2,2010-07-20,NULL,NULL
740,310,2,2010-07-20,NULL,NULL
744,121,2,2010-07-20,NULL,NULL
745,312,2,2010-07-20,NULL,NULL
746,24,2,2010-07-20,NULL,NULL
747,297,2,2010-07-20,NULL,NULL
748,203,2,2010-07-20,NULL,NULL
749,261,2,2010-07-20,NULL,NULL
750,5,2,2010-07-20,NULL,NULL
751,114,2,2010-07-20,NULL,NULL
754,313,3,2010-07-20,NULL,NULL
755,317,2,2010-07-20,NULL,NULL
756,317,2,2010-07-20,NULL,NULL
757,319,2,2010-07-20,NULL,NULL
758,3,2,2010-07-20,NULL,NULL
759,99,2,2010-07-20,NULL,NULL
761,316,2,2010-07-20,NULL,NULL
765,277,2,2010-07-20,NULL,NULL
766,318,2,2010-07-20,NULL,NULL
768,134,3,2010-07-20,NULL,NULL
769,22,2,2010-07-20,NULL,NULL
771,80,2,2010-07-20,NULL,NULL
772,301,2,2010-07-20,NULL,NULL
773,244,2,2010-07-20,NULL,NULL
775,99,2,2010-07-20,NULL,NULL
776,316,2,2010-07-20,NULL,NULL
777,220,3,2010-07-20,NULL,NULL
778,194,2,2010-07-20,NULL,NULL
779,318,2,2010-07-20,NULL,NULL
780,198,1,2010-07-20,NULL,NULL
781,317,2,2010-07-20,NULL,NULL
782,116,2,2010-07-20,NULL,NULL
783,323,2,2010-07-20,NULL,NULL
784,309,2,2010-07-20,NULL,NULL
785,263,2,2010-07-20,NULL,NULL
786,262,2,2010-07-20,NULL,NULL
792,282,2,2010-07-20,NULL,NULL
795,305,2,2010-07-20,NULL,NULL
796,225,2,2010-07-20,NULL,NULL
797,46,2,2010-07-20,NULL,NULL
798,283,2,2010-07-20,NULL,NULL
799,269,2,2010-07-20,NULL,NULL
800,307,2,2010-07-20,NULL,NULL
801,320,2,2010-07-20,NULL,NULL
802,338,2,2010-07-20,NULL,NULL
803,337,2,2010-07-20,NULL,NULL
804,294,2,2010-07-20,NULL,NULL
805,322,2,2010-07-20,NULL,NULL
806,338,2,2010-07-20,NULL,NULL
814,62,2,2010-07-20,NULL,NULL
815,213,2,2010-07-20,NULL,NULL
816,138,2,2010-07-20,NULL,NULL
817,138,5,2010-07-20,24,NULL
818,3,5,2010-07-20,24,NULL
819,274,2,2010-07-20,NULL,NULL
821,340,2,2010-07-20,NULL,NULL
822,340,2,2010-07-20,NULL,NULL
823,274,2,2010-07-20,NULL,NULL
824,269,2,2010-07-20,NULL,NULL
825,305,5,2010-07-20,24,NULL
826,333,2,2010-07-20,NULL,NULL
827,329,2,2010-07-20,NULL,NULL
829,125,2,2010-07-20,NULL,NULL
830,125,5,2010-07-20,24,NULL
831,338,2,2010-07-20,NULL,NULL
832,322,2,2010-07-20,NULL,NULL
833,272,2,2010-07-20,NULL,NULL
834,171,2,2010-07-20,NULL,NULL
835,161,2,2010-07-20,NULL,NULL
836,222,2,2010-07-20,NULL,NULL
837,222,5,2010-07-20,24,NULL
839,86,2,2010-07-20,NULL,NULL
840,85,2,2010-07-20,NULL,NULL
841,284,2,2010-07-20,NULL,NULL
842,207,2,2010-07-20,NULL,NULL
843,283,2,2010-07-20,NULL,NULL
844,307,2,2010-07-20,NULL,NULL
845,305,2,2010-07-20,NULL,NULL
846,331,2,2010-07-20,NULL,NULL
847,309,2,2010-07-20,NULL,NULL
848,223,2,2010-07-20,NULL,NULL
849,346,2,2010-07-20,NULL,NULL
855,235,2,2010-07-20,NULL,NULL
856,238,2,2010-07-20,NULL,NULL
857,315,2,2010-07-20,NULL,NULL
859,230,2,2010-07-20,NULL,NULL
860,306,2,2010-07-20,NULL,NULL
861,346,2,2010-07-20,NULL,NULL
862,114,2,2010-07-20,NULL,NULL
864,340,2,2010-07-20,NULL,NULL
865,349,2,2010-07-20,NULL,NULL
866,222,2,2010-07-20,NULL,NULL
867,222,5,2010-07-20,57,NULL
868,146,2,2010-07-20,NULL,NULL
869,146,5,2010-07-20,57,NULL
870,7,2,2010-07-20,NULL,NULL
871,151,2,2010-07-20,NULL,NULL
872,207,2,2010-07-20,NULL,NULL
873,346,2,2010-07-20,NULL,NULL
874,7,2,2010-07-20,NULL,NULL
876,275,2,2010-07-20,NULL,NULL
877,279,1,2010-07-20,NULL,NULL
878,56,2,2010-07-20,NULL,NULL
879,328,2,2010-07-20,NULL,NULL
880,130,2,2010-07-20,NULL,NULL
881,322,2,2010-07-20,NULL,NULL
882,346,2,2010-07-20,NULL,NULL
884,333,2,2010-07-20,NULL,NULL
885,323,3,2010-07-20,NULL,NULL
886,350,2,2010-07-20,NULL,NULL
888,349,2,2010-07-20,NULL,NULL
889,349,2,2010-07-20,NULL,NULL
890,154,2,2010-07-20,NULL,NULL
891,98,2,2010-07-20,NULL,NULL
892,80,2,2010-07-20,NULL,NULL
893,59,2,2010-07-20,NULL,NULL
894,171,2,2010-07-20,NULL,NULL
895,272,2,2010-07-20,NULL,NULL
896,353,2,2010-07-20,NULL,NULL
897,305,2,2010-07-20,NULL,NULL
898,121,2,2010-07-20,NULL,NULL
899,110,2,2010-07-20,NULL,NULL
900,307,2,2010-07-20,NULL,NULL
901,119,2,2010-07-20,NULL,NULL
902,120,2,2010-07-20,NULL,NULL
903,123,2,2010-07-20,NULL,NULL
904,121,2,2010-07-20,NULL,NULL
905,118,2,2010-07-20,NULL,NULL
906,18,2,2010-07-20,NULL,NULL
907,331,2,2010-07-20,NULL,NULL
909,205,2,2010-07-20,NULL,NULL
910,22,2,2010-07-20,NULL,NULL
911,360,2,2010-07-20,NULL,NULL
912,322,2,2010-07-21,NULL,NULL
913,173,2,2010-07-21,NULL,NULL
914,13,2,2010-07-21,NULL,NULL
915,50,2,2010-07-21,NULL,NULL
916,135,2,2010-07-21,NULL,NULL
918,362,2,2010-07-21,NULL,NULL
919,119,2,2010-07-21,NULL,NULL
920,261,2,2010-07-21,NULL,NULL
921,314,2,2010-07-21,NULL,NULL
922,262,2,2010-07-21,NULL,NULL
923,5,2,2010-07-21,NULL,NULL
927,182,2,2010-07-21,NULL,NULL
928,363,2,2010-07-21,NULL,NULL
930,363,2,2010-07-21,NULL,NULL
934,282,2,2010-07-21,NULL,NULL
935,363,2,2010-07-21,NULL,NULL
937,363,5,2010-07-21,154,NULL
938,363,2,2010-07-21,NULL,NULL
939,119,2,2010-07-21,NULL,NULL
940,367,2,2010-07-21,NULL,NULL
941,372,2,2010-07-21,NULL,NULL
942,244,2,2010-07-21,NULL,NULL
943,22,5,2010-07-21,252,NULL
945,371,2,2010-07-21,NULL,NULL
946,80,2,2010-07-21,NULL,NULL
947,62,2,2010-07-21,NULL,NULL
949,207,2,2010-07-21,NULL,NULL
950,188,2,2010-07-21,NULL,NULL
951,246,2,2010-07-21,NULL,NULL
952,374,2,2010-07-21,NULL,NULL
953,376,2,2010-07-21,NULL,NULL
954,188,2,2010-07-21,NULL,NULL
955,358,2,2010-07-21,NULL,NULL
956,373,2,2010-07-21,NULL,NULL
957,375,2,2010-07-21,NULL,NULL
958,374,2,2010-07-21,NULL,NULL
959,354,2,2010-07-21,NULL,NULL
960,369,2,2010-07-21,NULL,NULL
961,373,2,2010-07-21,NULL,NULL
963,377,2,2010-07-21,NULL,NULL
964,378,2,2010-07-21,NULL,NULL
965,261,2,2010-07-21,NULL,NULL
966,371,3,2010-07-21,NULL,NULL
967,117,2,2010-07-21,NULL,NULL
968,221,2,2010-07-21,NULL,NULL
970,372,3,2010-07-21,NULL,NULL
973,379,2,2010-07-21,NULL,NULL
974,378,2,2010-07-21,NULL,NULL
976,381,2,2010-07-21,NULL,NULL
978,258,2,2010-07-21,NULL,NULL
984,305,2,2010-07-21,NULL,NULL
985,298,2,2010-07-21,NULL,NULL
986,290,2,2010-07-21,NULL,NULL
987,287,2,2010-07-21,NULL,NULL
988,283,2,2010-07-21,NULL,NULL
989,278,2,2010-07-21,NULL,NULL
990,277,2,2010-07-21,NULL,NULL
991,276,2,2010-07-21,NULL,NULL
992,270,2,2010-07-21,NULL,NULL
993,267,2,2010-07-21,NULL,NULL
994,274,2,2010-07-21,NULL,NULL
995,180,2,2010-07-21,NULL,NULL
996,367,2,2010-07-21,NULL,NULL
997,359,2,2010-07-21,NULL,NULL
998,258,2,2010-07-21,NULL,NULL
999,249,2,2010-07-21,NULL,NULL
1000,242,2,2010-07-21,NULL,NULL
1001,264,2,2010-07-21,NULL,NULL
1002,7,2,2010-07-21,NULL,NULL
1004,370,2,2010-07-21,NULL,NULL
1005,244,2,2010-07-21,NULL,NULL
1006,306,2,2010-07-21,NULL,NULL
1007,306,1,2010-07-21,NULL,NULL
1008,262,2,2010-07-21,NULL,NULL
1009,18,2,2010-07-21,NULL,NULL
1010,381,2,2010-07-21,NULL,NULL
1011,194,2,2010-07-21,NULL,NULL
1012,200,2,2010-07-21,NULL,NULL
1013,378,2,2010-07-21,NULL,NULL
1014,377,2,2010-07-21,NULL,NULL
1015,196,5,2010-07-21,128,NULL
1016,196,2,2010-07-21,NULL,NULL
1017,363,2,2010-07-21,NULL,NULL
1019,7,5,2010-07-21,253,NULL
1020,7,2,2010-07-21,NULL,NULL
1021,363,5,2010-07-21,253,NULL
1022,363,2,2010-07-21,NULL,NULL
1023,247,2,2010-07-21,NULL,NULL
1024,289,2,2010-07-21,NULL,NULL
1025,238,2,2010-07-21,NULL,NULL
1026,230,2,2010-07-21,NULL,NULL
1027,224,5,2010-07-21,128,NULL
1028,365,2,2010-07-21,NULL,NULL
1029,216,5,2010-07-21,128,NULL
1032,387,2,2010-07-21,NULL,NULL
1036,381,2,2010-07-21,NULL,NULL
1037,151,2,2010-07-21,NULL,NULL
1038,119,3,2010-07-21,NULL,NULL
1040,386,2,2010-07-21,NULL,NULL
1041,98,2,2010-07-21,NULL,NULL
1042,154,2,2010-07-21,NULL,NULL
1043,15,2,2010-07-21,NULL,NULL
1044,363,2,2010-07-21,NULL,NULL
1045,370,2,2010-07-21,NULL,NULL
1049,260,2,2010-07-21,NULL,NULL
1050,259,2,2010-07-21,NULL,NULL
1051,333,3,2010-07-21,NULL,NULL
1052,393,2,2010-07-21,NULL,NULL
1053,354,2,2010-07-21,NULL,NULL
1054,173,2,2010-07-21,NULL,NULL
1055,154,2,2010-07-21,NULL,NULL
1056,359,2,2010-07-21,NULL,NULL
1057,373,2,2010-07-21,NULL,NULL
1058,378,2,2010-07-21,NULL,NULL
1059,362,2,2010-07-21,NULL,NULL
1060,363,2,2010-07-21,NULL,NULL
1065,361,2,2010-07-21,NULL,NULL
1066,343,2,2010-07-21,NULL,NULL
1067,314,2,2010-07-21,NULL,NULL
1068,392,2,2010-07-21,NULL,NULL
1069,313,2,2010-07-21,NULL,NULL
1070,101,2,2010-07-21,NULL,NULL
1072,342,2,2010-07-21,NULL,NULL
1073,30,2,2010-07-21,NULL,NULL
1075,134,2,2010-07-21,NULL,NULL
1076,385,1,2010-07-21,NULL,NULL
1077,30,5,2010-07-21,210,NULL
1078,396,2,2010-07-21,NULL,NULL
1079,398,2,2010-07-21,NULL,NULL
1080,263,2,2010-07-21,NULL,NULL
1081,399,2,2010-07-21,NULL,NULL
1082,213,2,2010-07-21,NULL,NULL
1083,22,5,2010-07-21,83,NULL
1085,382,2,2010-07-21,NULL,NULL
1086,154,2,2010-07-21,NULL,NULL
1087,294,2,2010-07-21,NULL,NULL
1088,396,2,2010-07-21,NULL,NULL
1089,11,2,2010-07-21,NULL,NULL
1090,395,2,2010-07-21,NULL,NULL
1091,293,2,2010-07-21,NULL,NULL
1092,192,3,2010-07-21,NULL,NULL
1093,154,2,2010-07-21,NULL,NULL
1094,262,2,2010-07-21,NULL,NULL
1095,376,2,2010-07-21,NULL,NULL
1096,96,2,2010-07-21,NULL,NULL
1097,197,2,2010-07-21,NULL,NULL
1098,204,2,2010-07-21,NULL,NULL
1099,401,2,2010-07-21,NULL,NULL
1100,410,2,2010-07-21,NULL,NULL
1101,66,2,2010-07-21,NULL,NULL
1102,412,2,2010-07-21,NULL,NULL
1103,395,2,2010-07-21,NULL,NULL
1104,179,1,2010-07-21,NULL,NULL
1106,396,2,2010-07-21,NULL,NULL
1107,137,2,2010-07-21,NULL,NULL
1108,381,2,2010-07-21,NULL,NULL
1109,369,5,2010-07-21,81,NULL
1110,369,2,2010-07-21,NULL,NULL
1111,346,5,2010-07-21,81,NULL
1112,5,2,2010-07-21,NULL,NULL
1113,415,2,2010-07-21,NULL,NULL
1114,417,2,2010-07-21,NULL,NULL
1115,135,2,2010-07-21,NULL,NULL
1116,135,1,2010-07-21,NULL,NULL
1117,383,2,2010-07-21,NULL,NULL
1118,416,2,2010-07-21,NULL,NULL
1119,416,1,2010-07-21,NULL,NULL
1121,378,2,2010-07-21,NULL,NULL
1122,377,2,2010-07-21,NULL,NULL
1123,405,2,2010-07-21,NULL,NULL
1124,419,2,2010-07-21,NULL,NULL
1125,402,2,2010-07-21,NULL,NULL
1126,377,2,2010-07-21,NULL,NULL
1127,373,2,2010-07-21,NULL,NULL
1128,6,2,2010-07-21,NULL,NULL
1131,404,2,2010-07-21,NULL,NULL
1132,423,2,2010-07-21,NULL,NULL
1133,363,3,2010-07-21,NULL,NULL
1134,423,3,2010-07-21,NULL,NULL
1135,395,2,2010-07-21,NULL,NULL
1136,395,5,2010-07-21,71,NULL
1137,412,2,2010-07-21,NULL,NULL
1138,418,2,2010-07-21,NULL,NULL
1139,418,5,2010-07-21,71,NULL
1140,399,2,2010-07-21,NULL,NULL
1141,424,2,2010-07-21,NULL,NULL
1142,130,2,2010-07-21,NULL,NULL
1143,398,2,2010-07-21,NULL,NULL
1145,400,2,2010-07-21,NULL,NULL
1146,408,2,2010-07-21,NULL,NULL
1147,406,2,2010-07-21,NULL,NULL
1148,424,2,2010-07-21,NULL,NULL
1149,425,2,2010-07-21,NULL,NULL
1150,406,2,2010-07-21,NULL,NULL
1151,429,2,2010-07-21,NULL,NULL
1152,423,2,2010-07-21,NULL,NULL
1153,432,2,2010-07-21,NULL,NULL
1154,432,2,2010-07-21,NULL,NULL
1155,113,5,2010-07-21,39,NULL
1156,346,2,2010-07-21,NULL,NULL
1157,432,2,2010-07-21,NULL,NULL
1158,423,2,2010-07-21,NULL,NULL
1159,435,2,2010-07-21,NULL,NULL
1160,434,2,2010-07-21,NULL,NULL
